id_aluno,nome,curso,periodo,cr,faltas,situacao_financeira,reprovacoes,idade,evadiu
318,Bruna Duarte,Medicina,1.0,4.8,23.0,intermediaria,4.0,25.0,1
319,Nathan Andrade,Medicina,1.0,7.0,2.0,intermediaria,0.0,25.0,0
320,Diego Leite,Medicina,4.0,5.2,0.0,intermediaria,1.0,21.0,0
321,Renata Souza,Direito,4.0,7.4,7.0,estavel,,19.0,0
322,Elias Correia,Administração,,7.7,12.0,intermediaria,0.0,23.0,0
323,Beatriz Nascimento,Medicina,6.0,6.3,21.0,dificuldade,0.0,24.0,1
324,Eloisa Gonçalves,Medicina,3.0,4.1,22.0,estavel,2.0,20.0,1
325,Leonardo Fonseca,Direito,6.0,5.8,,intermediaria,2.0,21.0,1
326,Guilherme Teixeira,Administração,1.0,5.7,1.0,estavel,0.0,25.0,0
327,Alexandre Barbosa,Medicina,7.0,6.4,4.0,dificuldade,0.0,25.0,0
328,Sônia Braga,Direito,5.0,4.2,5.0,intermediaria,6.0,22.0,1
329,Lucas Torres,Medicina,8.0,4.5,3.0,intermediaria,0.0,27.0,0
330,Karla Silva,Ciência da Computação,6.0,5.3,28.0,dificuldade,2.0,26.0,1
331,Luana Teixeira,Ciência da Computação,4.0,4.8,40.0,dificuldade,0.0,21.0,1
332,Gustavo Dias,Medicina,6.0,2.1,38.0,estavel,0.0,23.0,1
333,Tiago Neto,Engenharia Civil,5.0,4.7,40.0,intermediaria,2.0,21.0,1
334,Isabela Alves,Administração,2.0,5.9,0.0,dificuldade,1.0,21.0,0
335,Danilo Nogueira,Administração,1.0,6.7,10.0,intermediaria,0.0,24.0,0
336,Bruna Carvalho,Engenharia Civil,7.0,6.7,13.0,intermediaria,0.0,27.0,0
337,Danilo Andrade,Administração,2.0,7.2,1.0,intermediaria,1.0,26.0,0
338,Priscila Pereira,Ciência da Computação,2.0,3.2,2.0,dificuldade,0.0,20.0,1
339,Guilherme Ribeiro,Medicina,5.0,8.0,8.0,intermediaria,0.0,26.0,0
340,Nicolas Vargas,Engenharia Civil,6.0,6.1,12.0,dificuldade,3.0,22.0,1
341,Matheus Pereira,Direito,4.0,6.9,0.0,estavel,1.0,23.0,0
342,Carla Vieira,Direito,5.0,6.5,1.0,estavel,0.0,18.0,0
343,Sônia Monteiro,Administração,3.0,5.0,2.0,dificuldade,4.0,22.0,1
344,Juliana Xavier,Medicina,1.0,5.5,5.0,estavel,2.0,22.0,0
345,Henrique Batista,Medicina,8.0,7.7,6.0,estavel,0.0,18.0,0
346,Helena Mendes,Medicina,5.0,5.0,6.0,intermediaria,0.0,31.0,0
347,Olivia Melo,Medicina,,6.3,3.0,estavel,0.0,30.0,0
348,José Cardoso,Direito,1.0,5.5,16.0,dificuldade,3.0,34.0,1
349,Leonardo Medeiros,Medicina,5.0,6.1,0.0,intermediaria,,23.0,0
350,Rafael Pinto,Medicina,4.0,7.4,3.0,dificuldade,0.0,22.0,0
351,Olivia Guimarães,Direito,4.0,5.5,4.0,estavel,0.0,22.0,0
352,Helena Dias,Administração,1.0,6.1,1.0,intermediaria,2.0,,0
353,Bernardo Vieira,Direito,7.0,7.7,4.0,dificuldade,0.0,21.0,0
354,Wesley Ribeiro,Engenharia Civil,6.0,4.7,2.0,estavel,1.0,19.0,0
355,Daniela Braga,Medicina,6.0,6.3,4.0,intermediaria,1.0,22.0,0
356,Pedro Torres,Medicina,2.0,6.8,10.0,estavel,2.0,21.0,0
357,Caio Moreira,Medicina,4.0,4.8,11.0,intermediaria,4.0,18.0,1
358,Natalia Teixeira,Administração,4.0,8.2,8.0,estavel,0.0,27.0,0
359,Pedro Almeida,Administração,2.0,7.4,2.0,intermediaria,1.0,25.0,0
360,Igor Ferreira,Administração,7.0,5.3,1.0,intermediaria,0.0,26.0,0
361,Pedro Leite,Ciência da Computação,6.0,5.6,0.0,intermediaria,0.0,20.0,0
362,Thiago Queiroz,Ciência da Computação,1.0,6.4,26.0,intermediaria,3.0,27.0,1
363,José Martins,Ciência da Computação,1.0,4.1,28.0,intermediaria,,31.0,1
364,Iara Andrade,Medicina,4.0,6.8,8.0,intermediaria,0.0,36.0,0
365,Bernardo Melo,Administração,5.0,6.9,9.0,intermediaria,0.0,18.0,0
366,Vanessa Matos,Ciência da Computação,7.0,5.1,38.0,estavel,1.0,20.0,1
367,Samuel Matos,Direito,2.0,6.4,6.0,dificuldade,0.0,18.0,0
368,Natalia Cavalcanti,Direito,7.0,7.0,9.0,dificuldade,0.0,26.0,0
369,Matheus Guimarães,Engenharia Civil,7.0,7.1,2.0,intermediaria,0.0,21.0,0
370,Felipe Vargas,Medicina,5.0,5.6,1.0,intermediaria,0.0,20.0,0
371,Simone Azevedo,Ciência da Computação,4.0,4.2,40.0,intermediaria,4.0,23.0,1
372,Thiago Cardoso,Ciência da Computação,,4.5,33.0,intermediaria,3.0,26.0,1
373,Carla Siqueira,Administração,6.0,7.2,8.0,intermediaria,0.0,20.0,0
374,Talita Rocha,Ciência da Computação,6.0,7.0,5.0,estavel,0.0,19.0,0
375,Gabriela Rocha,Ciência da Computação,6.0,5.4,2.0,intermediaria,3.0,21.0,0
376,Igor Teixeira,Direito,6.0,5.7,4.0,intermediaria,1.0,24.0,0
377,Aline Lima,Direito,7.0,4.1,21.0,estavel,0.0,26.0,1
378,Wesley Siqueira,Ciência da Computação,2.0,4.6,6.0,estavel,0.0,,0
379,Nara Alves,Medicina,1.0,6.4,4.0,intermediaria,0.0,24.0,0
380,Carla Cruz,Administração,8.0,5.0,13.0,intermediaria,2.0,21.0,1
381,Marcelo Ribeiro,Administração,4.0,5.8,1.0,estavel,,29.0,0
382,Olivia Machado,Medicina,2.0,5.6,1.0,intermediaria,1.0,28.0,0
383,Wanessa Monteiro,Administração,2.0,6.7,4.0,estavel,1.0,24.0,0
384,Tiago Neto,Administração,1.0,3.7,4.0,intermediaria,5.0,26.0,1
385,Ulisses Santos,Engenharia Civil,1.0,4.9,24.0,intermediaria,0.0,25.0,1
386,Fernanda Souza,Medicina,7.0,4.8,40.0,dificuldade,3.0,29.0,1
387,Diego Machado,Engenharia Civil,8.0,6.3,13.0,intermediaria,0.0,28.0,0
388,Marina Barros,Medicina,1.0,4.8,10.0,estavel,2.0,21.0,0
389,Queila Nunes,Medicina,6.0,5.2,27.0,intermediaria,1.0,29.0,1
390,Giovanna Viana,Administração,7.0,5.1,40.0,intermediaria,3.0,21.0,1
391,Danilo Martins,Engenharia Civil,8.0,2.6,36.0,intermediaria,,26.0,1
392,Sabrina Siqueira,Administração,7.0,3.6,6.0,intermediaria,1.0,26.0,1
393,Caio Santos,Direito,5.0,5.7,5.0,estavel,1.0,32.0,0
394,Otávio Guimarães,Medicina,2.0,4.4,36.0,intermediaria,1.0,21.0,1
395,Vera Castro,Ciência da Computação,6.0,6.1,7.0,estavel,2.0,29.0,0
396,Bruno Lopes,Direito,4.0,4.3,40.0,intermediaria,3.0,29.0,1
397,Carlos Alves,Engenharia Civil,4.0,6.5,3.0,intermediaria,0.0,22.0,0
398,Karla Nunes,Direito,3.0,4.8,,dificuldade,2.0,34.0,1
399,Ana Lemos,Engenharia Civil,2.0,6.0,1.0,dificuldade,1.0,20.0,0
400,Danilo Siqueira,Engenharia Civil,1.0,3.9,13.0,intermediaria,0.0,23.0,1
401,Danilo Nunes,Administração,4.0,7.5,16.0,estavel,1.0,22.0,0
402,João Batista,Administração,8.0,7.1,5.0,estavel,0.0,19.0,0
403,Sônia Mendes,Engenharia Civil,1.0,8.5,4.0,estavel,2.0,20.0,0
404,Helena Viana,Administração,1.0,5.2,16.0,intermediaria,3.0,28.0,1
405,Marcelo Freitas,Medicina,5.0,,12.0,intermediaria,5.0,24.0,1
406,Tatiana Cavalcanti,Medicina,8.0,5.8,4.0,intermediaria,1.0,22.0,0
407,Isabela Araújo,Medicina,4.0,5.8,5.0,intermediaria,0.0,25.0,0
408,Larissa Dias,Engenharia Civil,7.0,7.5,,intermediaria,0.0,18.0,0
409,Juliana Nascimento,Direito,4.0,5.4,6.0,estavel,0.0,25.0,0
410,Matheus Lemos,Engenharia Civil,2.0,3.7,40.0,intermediaria,1.0,21.0,1
411,Sônia Freitas,Medicina,7.0,6.8,4.0,intermediaria,1.0,20.0,0
412,Fábio Gonçalves,Engenharia Civil,3.0,7.4,3.0,estavel,2.0,19.0,0
413,Marina Moura,Ciência da Computação,4.0,,10.0,estavel,0.0,25.0,0
414,Luana Nascimento,Engenharia Civil,8.0,6.9,3.0,estavel,2.0,18.0,0
415,Wesley Assis,Ciência da Computação,8.0,7.2,1.0,intermediaria,1.0,18.0,0
416,Gabriela Rezende,Administração,6.0,6.6,7.0,dificuldade,1.0,24.0,0
417,Adriana Batista,Direito,5.0,7.0,4.0,estavel,0.0,19.0,0
418,Adriana Pinto,Ciência da Computação,7.0,7.2,15.0,estavel,0.0,19.0,0
419,Aline Nunes,Engenharia Civil,2.0,8.5,5.0,intermediaria,0.0,27.0,0
420,Tatiana Almeida,Medicina,8.0,5.4,6.0,estavel,0.0,20.0,0
421,Camila Santos,Engenharia Civil,7.0,6.2,15.0,intermediaria,0.0,21.0,0
422,Bernardo Costa,Engenharia Civil,6.0,5.7,4.0,estavel,0.0,28.0,0
423,Gustavo Leite,Ciência da Computação,,5.5,3.0,dificuldade,0.0,26.0,0
424,Vera Duarte,Direito,7.0,6.0,6.0,intermediaria,0.0,27.0,0
425,Simone Pereira,Ciência da Computação,5.0,3.4,26.0,intermediaria,3.0,28.0,1
426,Aline Rodrigues,Medicina,2.0,5.6,6.0,intermediaria,0.0,23.0,0
427,Alexandre Oliveira,Ciência da Computação,3.0,5.9,5.0,estavel,2.0,18.0,0
428,Giovanna Cruz,Engenharia Civil,4.0,5.2,37.0,intermediaria,3.0,26.0,1
429,Valentina Nunes,Ciência da Computação,1.0,7.6,5.0,dificuldade,1.0,18.0,0
430,Yasmin Castro,Direito,4.0,6.5,5.0,intermediaria,3.0,32.0,0
431,Guilherme Melo,Engenharia Civil,6.0,4.6,2.0,estavel,0.0,20.0,0
432,Kevin Magalhães,Direito,2.0,6.2,2.0,dificuldade,0.0,26.0,0
433,Ximena Medeiros,Direito,6.0,4.9,10.0,dificuldade,2.0,38.0,1
434,Gabriela Rodrigues,Direito,5.0,7.2,1.0,intermediaria,2.0,26.0,0
435,Bruno Alves,Administração,5.0,7.1,2.0,intermediaria,1.0,29.0,0
436,Renata Rezende,Medicina,8.0,4.7,21.0,intermediaria,5.0,24.0,1
437,Aline Lima,Ciência da Computação,3.0,6.5,1.0,intermediaria,0.0,21.0,0
438,Otávio Melo,Administração,7.0,5.0,14.0,intermediaria,1.0,25.0,1
439,Helena Santos,Engenharia Civil,7.0,7.0,6.0,intermediaria,2.0,35.0,0
440,Daniela Xavier,Medicina,4.0,4.1,15.0,dificuldade,0.0,19.0,1
441,Marcelo Oliveira,Administração,6.0,5.9,0.0,intermediaria,,28.0,0
442,Valentina Barbosa,Ciência da Computação,7.0,4.1,40.0,intermediaria,3.0,24.0,1
443,Luana Correia,Ciência da Computação,4.0,6.1,3.0,intermediaria,0.0,29.0,0
444,Guilherme Vieira,Engenharia Civil,4.0,7.3,5.0,intermediaria,2.0,28.0,0
445,Fernanda Rocha,Medicina,2.0,6.1,5.0,estavel,0.0,22.0,0
446,Carlos Santos,Direito,1.0,5.6,1.0,intermediaria,0.0,32.0,0
447,Simone Torres,Medicina,5.0,5.9,4.0,intermediaria,0.0,30.0,0
448,Igor Barbosa,Ciência da Computação,7.0,6.2,5.0,estavel,0.0,19.0,0
449,Joana Dias,Medicina,4.0,5.6,4.0,intermediaria,0.0,23.0,0
450,Caio Duarte,Engenharia Civil,8.0,6.5,0.0,intermediaria,1.0,19.0,0
451,Giovanna Leite,Medicina,2.0,4.6,27.0,dificuldade,2.0,20.0,1
452,Otávio Araújo,Administração,1.0,6.6,6.0,estavel,3.0,26.0,0
453,Larissa Monteiro,Ciência da Computação,4.0,7.1,6.0,estavel,0.0,27.0,0
454,Priscila Mendes,Administração,3.0,6.0,4.0,estavel,4.0,25.0,0
455,Wanessa Freitas,Engenharia Civil,6.0,5.1,40.0,intermediaria,1.0,26.0,1
456,Mariana Amaral,Direito,4.0,7.4,8.0,intermediaria,1.0,31.0,0
457,Patricia Torres,Ciência da Computação,2.0,8.3,2.0,estavel,0.0,19.0,0
458,Wesley Gomes,Administração,7.0,5.5,13.0,dificuldade,2.0,25.0,1
459,Tatiana Siqueira,Engenharia Civil,5.0,7.1,0.0,estavel,0.0,20.0,0
460,Pedro Castro,Engenharia Civil,3.0,7.4,0.0,intermediaria,1.0,22.0,0
461,José Lemos,Medicina,1.0,4.4,22.0,intermediaria,2.0,24.0,1
462,Isabela Araújo,Medicina,3.0,4.0,20.0,intermediaria,1.0,24.0,1
463,Guilherme Freitas,Medicina,7.0,2.8,38.0,estavel,2.0,25.0,1
464,Valentina Costa,Ciência da Computação,8.0,8.3,4.0,estavel,0.0,23.0,0
465,Tiago Castro,Engenharia Civil,5.0,5.2,40.0,dificuldade,2.0,19.0,1
466,Hana Vieira,Administração,8.0,5.0,15.0,dificuldade,5.0,23.0,1
467,Nara Ramos,Ciência da Computação,8.0,5.8,8.0,intermediaria,0.0,24.0,0
468,Tatiana Carvalho,Direito,4.0,7.1,1.0,intermediaria,2.0,23.0,0
469,Luana Pereira,Engenharia Civil,5.0,7.0,7.0,intermediaria,,17.0,0
470,Bruno Magalhães,Engenharia Civil,3.0,4.1,4.0,intermediaria,2.0,34.0,0
471,Fábio Braga,Direito,1.0,3.1,24.0,dificuldade,3.0,32.0,1
472,Gustavo Machado,Direito,8.0,6.4,1.0,estavel,0.0,19.0,0
473,Ursula Machado,Ciência da Computação,7.0,2.1,12.0,dificuldade,3.0,27.0,1
474,Giovanna Cruz,Medicina,3.0,4.7,3.0,estavel,0.0,24.0,0
475,Elena Cardoso,Administração,,5.8,21.0,dificuldade,3.0,26.0,1
476,Ursula Dantas,Engenharia Civil,1.0,7.1,5.0,dificuldade,2.0,26.0,0
477,Tiago Mendes,Administração,3.0,7.3,0.0,intermediaria,0.0,23.0,0
478,Helena Moreira,Direito,2.0,5.7,3.0,dificuldade,2.0,23.0,0
479,Tiago Rezende,Ciência da Computação,5.0,3.3,7.0,intermediaria,2.0,21.0,1
480,Eduardo Brito,Administração,8.0,6.3,1.0,intermediaria,0.0,26.0,0
481,Felipe Martins,Direito,3.0,3.5,12.0,estavel,5.0,20.0,1
482,Talita Araújo,Administração,2.0,6.6,13.0,intermediaria,3.0,21.0,0
483,Hugo Azevedo,Engenharia Civil,5.0,5.9,2.0,estavel,0.0,24.0,0
484,Eloisa Rezende,Administração,8.0,7.1,1.0,estavel,0.0,,0
485,Tiago Batista,Engenharia Civil,4.0,7.9,1.0,estavel,0.0,24.0,0
486,Roberto Pereira,Direito,3.0,3.5,7.0,intermediaria,3.0,24.0,1
487,Rodrigo Fonseca,Engenharia Civil,8.0,5.8,0.0,estavel,2.0,22.0,0
488,Joana Matos,Medicina,7.0,4.5,12.0,intermediaria,2.0,30.0,1
489,Elena Viana,Engenharia Civil,6.0,7.2,3.0,estavel,0.0,25.0,0
490,Isabella Pinto,Direito,3.0,2.7,25.0,intermediaria,3.0,21.0,1
491,Larissa Magalhães,Medicina,1.0,5.2,1.0,intermediaria,0.0,24.0,0
492,Natalia Lopes,Medicina,7.0,7.7,10.0,estavel,2.0,22.0,0
493,Victor Medeiros,Medicina,3.0,3.1,14.0,dificuldade,1.0,21.0,1
494,Sônia Nogueira,Medicina,2.0,5.7,17.0,intermediaria,1.0,30.0,0
495,Vera Souza,Direito,7.0,5.1,13.0,intermediaria,6.0,32.0,1
496,Ulisses Araújo,Direito,3.0,7.9,,intermediaria,1.0,26.0,0
497,Valentina Santos,Ciência da Computação,8.0,4.3,40.0,dificuldade,2.0,20.0,1
498,Caio Barros,Direito,4.0,6.7,17.0,intermediaria,0.0,19.0,0
499,Helena Barros,Direito,3.0,5.9,4.0,intermediaria,0.0,26.0,0
500,Elias Nogueira,Ciência da Computação,5.0,7.2,5.0,intermediaria,2.0,21.0,0
501,Flávia Lima,Administração,5.0,6.9,6.0,intermediaria,1.0,24.0,0
502,Carla Leal,Medicina,2.0,4.4,4.0,estavel,0.0,20.0,0
503,Eloisa Santos,Administração,8.0,7.6,5.0,intermediaria,,24.0,0
504,Vanessa Souza,Medicina,1.0,5.7,19.0,dificuldade,2.0,23.0,1
505,Beatriz Pires,Engenharia Civil,4.0,7.2,6.0,dificuldade,0.0,29.0,0
506,Ximena Ferreira,Direito,1.0,3.2,10.0,dificuldade,,22.0,1
507,Ana Guimarães,Engenharia Civil,7.0,,10.0,intermediaria,2.0,19.0,1
508,Joana Magalhães,Ciência da Computação,7.0,8.9,1.0,intermediaria,3.0,18.0,0
509,Hugo Costa,Ciência da Computação,6.0,7.6,0.0,estavel,0.0,,0
510,Natalia Barbosa,Engenharia Civil,4.0,5.7,4.0,estavel,0.0,22.0,0
511,Queila Viana,Ciência da Computação,7.0,4.3,20.0,intermediaria,5.0,28.0,1
512,Rafael Leal,Ciência da Computação,8.0,7.5,3.0,intermediaria,1.0,18.0,0
513,Ximena Rocha,Direito,3.0,4.7,1.0,estavel,2.0,19.0,0
514,Talita Ramos,Medicina,6.0,5.7,9.0,intermediaria,1.0,21.0,0
515,Camila Vargas,Engenharia Civil,4.0,7.1,9.0,intermediaria,3.0,22.0,0
516,Gustavo Moura,Direito,4.0,6.7,4.0,estavel,0.0,23.0,0
517,Giovanna Rodrigues,Engenharia Civil,6.0,5.0,3.0,estavel,1.0,23.0,0
518,Ursula Xavier,Administração,2.0,5.5,7.0,intermediaria,0.0,23.0,0
519,Wesley Pinto,Direito,1.0,7.9,,estavel,0.0,17.0,0
520,Danilo Cunha,Administração,8.0,4.5,40.0,dificuldade,2.0,,1
521,Nara Assis,Direito,6.0,7.1,2.0,estavel,1.0,30.0,0
522,Yasmin Cardoso,Direito,6.0,5.0,12.0,dificuldade,2.0,21.0,1
523,Renata Xavier,Engenharia Civil,6.0,2.3,5.0,intermediaria,2.0,26.0,1
524,Elena Viana,Engenharia Civil,7.0,4.1,40.0,intermediaria,4.0,,1
525,Simone Barros,Medicina,5.0,,4.0,dificuldade,2.0,24.0,0
526,Fábio Neto,Ciência da Computação,7.0,7.6,5.0,dificuldade,1.0,26.0,0
527,Isabela Barros,Ciência da Computação,4.0,6.0,,estavel,0.0,31.0,0
528,Sônia Ferreira,Administração,7.0,4.8,25.0,dificuldade,0.0,21.0,1
529,Renata Carvalho,Direito,3.0,7.0,2.0,estavel,,23.0,0
530,Priscila Borges,Medicina,,5.9,3.0,intermediaria,0.0,21.0,0
531,Sabrina Leite,Direito,4.0,6.6,2.0,intermediaria,1.0,24.0,0
532,Joana Dias,Medicina,8.0,7.2,12.0,intermediaria,3.0,18.0,0
533,Danilo Nunes,Administração,5.0,6.0,37.0,dificuldade,6.0,18.0,1
534,Patricia Martins,Ciência da Computação,3.0,5.0,13.0,dificuldade,0.0,30.0,1
535,Danilo Torres,Engenharia Civil,6.0,4.2,27.0,dificuldade,3.0,18.0,1
536,Débora Pereira,Ciência da Computação,4.0,8.1,1.0,intermediaria,0.0,28.0,0
537,Pedro Coelho,Administração,7.0,6.9,2.0,intermediaria,0.0,18.0,0
538,Nara Cavalcanti,Engenharia Civil,,6.4,11.0,estavel,0.0,26.0,0
539,Eduardo Santos,Ciência da Computação,4.0,5.4,5.0,dificuldade,0.0,21.0,0
540,Eduardo Gomes,Administração,2.0,4.5,2.0,intermediaria,0.0,23.0,0
541,Hana Andrade,Medicina,5.0,6.3,6.0,intermediaria,1.0,24.0,0
542,Valentina Leal,Engenharia Civil,4.0,8.9,13.0,intermediaria,2.0,25.0,0
543,Hugo Siqueira,Medicina,3.0,4.5,16.0,dificuldade,2.0,22.0,1
544,Camila Andrade,Medicina,2.0,7.5,5.0,intermediaria,,24.0,0
545,Wanessa Silva,Medicina,5.0,6.4,4.0,estavel,1.0,18.0,0
546,Nicolas Rocha,Administração,6.0,4.3,11.0,dificuldade,6.0,25.0,1
547,Luana Cunha,Direito,8.0,5.7,10.0,intermediaria,3.0,21.0,1
548,Vanessa Oliveira,Medicina,5.0,8.0,1.0,estavel,2.0,27.0,0
549,Danilo Cardoso,Ciência da Computação,3.0,4.3,40.0,dificuldade,4.0,26.0,1
550,Eduardo Leal,Medicina,8.0,4.4,18.0,dificuldade,2.0,21.0,1
551,Hana Brito,Engenharia Civil,1.0,4.7,10.0,dificuldade,1.0,18.0,1
552,Kevin Guimarães,Engenharia Civil,5.0,5.4,1.0,intermediaria,2.0,22.0,0
553,Matheus Alves,Administração,7.0,5.8,4.0,intermediaria,1.0,26.0,0
554,Marcelo Costa,Ciência da Computação,4.0,3.4,40.0,intermediaria,3.0,23.0,1
555,Paulo Ramos,Administração,5.0,4.3,,dificuldade,2.0,31.0,1
556,Natalia Viana,Medicina,2.0,6.9,1.0,intermediaria,0.0,19.0,0
557,Bruna Gonçalves,Engenharia Civil,8.0,7.9,15.0,estavel,2.0,20.0,0
558,Matheus Araújo,Medicina,4.0,5.4,40.0,intermediaria,2.0,20.0,1
559,Mariana Leal,Medicina,4.0,5.8,12.0,estavel,0.0,23.0,0
560,Renata Cavalcanti,Direito,2.0,6.4,9.0,estavel,0.0,23.0,0
561,Victor Magalhães,Ciência da Computação,1.0,,10.0,intermediaria,2.0,29.0,0
562,Vera Ramos,Engenharia Civil,3.0,6.5,3.0,intermediaria,1.0,25.0,0
563,Henrique Ferreira,Administração,1.0,6.1,2.0,dificuldade,0.0,24.0,0
564,Samuel Vargas,Direito,5.0,6.6,4.0,dificuldade,0.0,26.0,0
565,Samuel Leal,Engenharia Civil,3.0,6.0,1.0,intermediaria,1.0,19.0,0
566,Samuel Nascimento,Ciência da Computação,6.0,6.8,4.0,estavel,0.0,24.0,0
567,Bruno Martins,Direito,5.0,6.0,7.0,estavel,0.0,27.0,0
568,Matheus Araújo,Engenharia Civil,5.0,7.5,13.0,estavel,0.0,17.0,0
569,Hana Ferreira,Medicina,6.0,4.6,,estavel,4.0,21.0,1
570,Giovanna Lemos,Administração,5.0,6.5,1.0,intermediaria,0.0,17.0,0
571,João Guimarães,Engenharia Civil,7.0,4.9,1.0,intermediaria,0.0,20.0,0
572,Luana Gomes,Administração,6.0,4.7,0.0,dificuldade,1.0,21.0,0
573,Nathan Cunha,Ciência da Computação,4.0,6.7,4.0,estavel,0.0,24.0,0
574,Daniela Torres,Administração,8.0,6.5,2.0,estavel,1.0,25.0,0
575,Camila Medeiros,Engenharia Civil,6.0,3.2,11.0,intermediaria,0.0,22.0,1
576,Helena Batista,Engenharia Civil,4.0,5.3,2.0,estavel,0.0,23.0,0
577,Mariana Ribeiro,Medicina,7.0,5.3,6.0,intermediaria,0.0,23.0,0
578,Vanessa Borges,Direito,1.0,3.9,2.0,intermediaria,3.0,19.0,0
579,Diego Silva,Engenharia Civil,8.0,7.7,4.0,estavel,0.0,27.0,0
580,Karla Vieira,Administração,7.0,5.0,38.0,estavel,3.0,22.0,1
581,Beatriz Viana,Ciência da Computação,8.0,5.4,2.0,intermediaria,0.0,22.0,0
582,Caio Pereira,Engenharia Civil,4.0,7.0,1.0,intermediaria,0.0,22.0,0
583,Patricia Barbosa,Ciência da Computação,6.0,7.5,1.0,estavel,0.0,20.0,0
584,Bruno Souza,Administração,8.0,4.9,2.0,estavel,0.0,22.0,0
585,Lucas Ferreira,Medicina,2.0,6.0,4.0,intermediaria,0.0,24.0,0
586,Wanessa Cavalcanti,Engenharia Civil,6.0,6.0,9.0,intermediaria,0.0,19.0,0
587,Elias Gomes,Administração,8.0,3.4,18.0,intermediaria,5.0,22.0,1
588,Guilherme Batista,Ciência da Computação,2.0,4.7,18.0,intermediaria,6.0,25.0,1
589,Wesley Fonseca,Direito,1.0,6.3,0.0,estavel,1.0,20.0,0
590,Débora Silva,Ciência da Computação,7.0,5.1,9.0,dificuldade,1.0,20.0,1
591,Wagner Batista,Administração,5.0,2.4,11.0,intermediaria,4.0,20.0,1
592,Joana Torres,Direito,6.0,5.7,8.0,estavel,0.0,21.0,0
593,Tiago Assis,Direito,4.0,5.7,6.0,estavel,,17.0,0
594,Iara Medeiros,Direito,7.0,6.2,15.0,intermediaria,0.0,30.0,0
595,Lucas Alves,Ciência da Computação,4.0,6.8,9.0,intermediaria,3.0,25.0,0
596,Ana Magalhães,Engenharia Civil,8.0,4.0,14.0,dificuldade,0.0,26.0,1
597,Hana Oliveira,Direito,6.0,5.4,9.0,estavel,0.0,21.0,0
598,Kevin Lopes,Engenharia Civil,3.0,6.0,2.0,intermediaria,2.0,25.0,0
599,Wesley Castro,Ciência da Computação,1.0,7.5,2.0,estavel,1.0,20.0,0
600,Débora Viana,Administração,4.0,5.4,5.0,estavel,0.0,26.0,0
601,Nathan Batista,Engenharia Civil,,8.0,12.0,intermediaria,0.0,19.0,0
602,Nathan Magalhães,Administração,6.0,3.7,11.0,dificuldade,1.0,27.0,1
603,Isabella Duarte,Administração,8.0,7.3,0.0,estavel,0.0,22.0,0
604,Iara Siqueira,Ciência da Computação,,7.0,7.0,estavel,1.0,20.0,0
605,Daniela Santos,Engenharia Civil,1.0,6.3,4.0,intermediaria,0.0,28.0,0
606,Eloisa Correia,Ciência da Computação,5.0,6.6,9.0,estavel,0.0,22.0,0
607,Renata Rocha,Ciência da Computação,8.0,5.2,5.0,estavel,0.0,21.0,0
608,Débora Campos,Ciência da Computação,7.0,7.4,6.0,intermediaria,1.0,27.0,0
609,Roberto Dantas,Engenharia Civil,5.0,6.8,5.0,estavel,0.0,24.0,0
610,Carla Nogueira,Ciência da Computação,3.0,,1.0,estavel,1.0,18.0,0
611,Carlos Leite,Ciência da Computação,6.0,5.5,14.0,dificuldade,2.0,22.0,1
612,Wanessa Andrade,Engenharia Civil,2.0,5.4,4.0,intermediaria,0.0,27.0,0
613,Lucas Braga,Direito,,6.3,2.0,intermediaria,0.0,21.0,0
614,Joana Amaral,Engenharia Civil,1.0,6.8,6.0,intermediaria,0.0,23.0,0
615,Ana Alves,Administração,,5.6,0.0,dificuldade,0.0,26.0,0
616,Ana Rodrigues,Direito,7.0,6.0,1.0,estavel,1.0,23.0,0
617,Adriana Almeida,Administração,6.0,10.0,7.0,dificuldade,0.0,22.0,0
618,Bernardo Lemos,Administração,6.0,6.0,8.0,estavel,1.0,24.0,0
619,Danilo Pires,Ciência da Computação,,,,intermediaria,2.0,20.0,1
620,Gabriela Silva,Ciência da Computação,7.0,5.4,7.0,intermediaria,1.0,22.0,0
621,João Matos,Direito,4.0,6.5,4.0,intermediaria,0.0,23.0,0
622,Olivia Monteiro,Medicina,6.0,4.4,20.0,dificuldade,1.0,20.0,1
623,Thiago Souza,Ciência da Computação,8.0,6.3,3.0,intermediaria,1.0,32.0,0
624,Karla Almeida,Direito,1.0,6.1,10.0,estavel,4.0,24.0,1
625,Mariana Lopes,Direito,3.0,7.6,2.0,intermediaria,0.0,29.0,0
626,Bernardo Souza,Direito,2.0,5.0,8.0,estavel,0.0,20.0,0
627,Adriana Braga,Ciência da Computação,7.0,3.2,25.0,intermediaria,3.0,21.0,1
628,Marina Dias,Engenharia Civil,4.0,6.1,1.0,intermediaria,0.0,21.0,0
629,Eduardo Silva,Engenharia Civil,1.0,6.9,13.0,intermediaria,0.0,24.0,0
630,Sônia Castro,Direito,6.0,5.2,13.0,intermediaria,0.0,21.0,1
631,Felipe Duarte,Medicina,,6.1,0.0,estavel,2.0,29.0,0
632,Simone Dantas,Direito,4.0,5.5,40.0,dificuldade,2.0,24.0,1
633,Marina Cavalcanti,Direito,1.0,5.0,18.0,intermediaria,3.0,22.0,1
634,Lucas Amaral,Medicina,1.0,,1.0,estavel,0.0,30.0,0
